,date,FEDFUNDS,GDPC1,UNRATE,MEDCPIM158SFRBCLE,RSAFS,UMCSENT,target_upper,target_lower,FEDFUNDS_year,GDPC1_year,UNRATE_year,MEDCPIM158SFRBCLE_year,RSAFS_year,UMCSENT_year,FEDFUNDS_month,GDPC1_month,UNRATE_month,MEDCPIM158SFRBCLE_month,RSAFS_month,UMCSENT_month,GDPPOT
131,2006-12-01,5.24,,4.4,2.72554654380133,363730.0,91.7,5.25,,25.96154,,-10.20408,23.61354,4.69913,0.21858,-0.19048,,-2.22222,-9.89033,1.24253,-0.43431,
132,2007-01-01,5.25,16611.69,4.6,2.9644102631689195,363616.0,96.9,5.25,,22.37762,1.57672,-2.12766,2.77668,1.75887,6.25,0.19084,0.30084,4.54545,8.76388,-0.03134,5.67067,15370.111385287062
133,2007-02-01,5.26,,4.5,4.4470256400193495,364006.0,91.3,5.25,,17.14922,,-6.25,114.62263,2.62189,5.30565,0.19048,,-2.17391,50.01384,0.10726,-5.77915,
134,2007-03-01,5.26,,4.4,2.6885311218425296,367158.0,88.4,5.25,,14.59695,,-6.38298,-12.77184,3.23141,-0.56243,0.0,,-2.22222,-39.54316,0.86592,-3.17634,
135,2007-04-01,5.25,16713.314,4.5,2.36832536836802,366187.0,87.1,5.25,,9.60334,1.93437,-4.25532,-17.96677,2.452,-0.34325,-0.19011,0.61176,2.27273,-11.91006,-0.26446,-1.47059,15445.291294023184
136,2007-05-01,5.25,,4.4,2.35349143799752,370934.0,88.3,5.25,,6.2753,,-4.34783,-45.11653,3.9893,11.63085,0.0,,-2.22222,-0.62635,1.29633,1.37773,
137,2007-06-01,5.25,,4.6,3.2680317367730405,368154.0,85.3,5.25,,5.21042,,0.0,2.13139,2.87108,0.47114,0.0,,4.54545,38.85888,-0.74946,-3.39751,
138,2007-07-01,5.26,16809.587,4.7,2.82817098511783,369614.0,90.4,5.25,,0.38168,2.36804,0.0,-7.39243,2.95483,6.72963,0.19048,0.57603,2.17391,-13.4595,0.39657,5.9789,15518.272631980071
139,2007-08-01,5.02,,4.6,2.18457280462696,371358.0,83.4,5.25,,-4.38095,,-2.12766,-52.7289,2.95738,1.70732,-4.56274,,-2.12766,-22.75669,0.47184,-7.74336,
140,2007-09-01,4.94,,4.7,3.7044060077008303,372869.0,83.4,5.25,,-5.90476,,4.44444,75.87569,3.87452,-2.34192,-1.59363,,2.17391,69.57119,0.40689,0.0,
141,2007-10-01,4.76,16915.191,4.7,3.43463052089827,375289.0,80.9,4.75,,-9.33333,2.13336,6.81818,-5.9185,4.69422,-13.56838,-3.64372,0.62824,0.0,-7.28256,0.64902,-2.9976,15589.921197361013
142,2007-11-01,4.49,,4.7,3.4753593527569997,378860.0,76.1,4.5,,-14.47619,,4.44444,14.89934,5.4539,-17.37242,-5.67227,,0.0,1.18583,0.95153,-5.93325,
143,2007-12-01,4.24,,5.0,2.98265388398264,374298.0,75.5,4.5,,-19.08397,,13.63636,9.43324,2.90545,-17.6663,-5.56793,,6.38298,-14.17711,-1.20414,-0.78844,
144,2008-01-01,3.94,16843.003,5.0,3.28360527628442,375236.0,78.4,4.25,,-24.95238,1.39247,8.69565,10.76757,3.19568,-19.09185,-7.07547,-0.42676,0.0,10.09005,0.2506,3.84106,15661.437156749245
145,2008-02-01,2.98,,4.9,2.85747436326564,371833.0,70.8,3.0,,-43.34601,,8.88889,-35.74414,2.15024,-22.45345,-24.36548,,-2.0,-12.97753,-0.9069,-9.69388,
146,2008-03-01,2.61,,5.1,3.0404857461239905,372745.0,69.5,3.0,,-50.38023,,15.90909,13.09096,1.52169,-21.38009,-12.41611,,4.08163,6.40466,0.24527,-1.83616,
147,2008-04-01,2.28,16943.291,5.0,2.24101388446512,372572.0,62.6,2.25,,-56.57143,1.37601,11.11111,-5.37559,1.74364,-28.12859,-12.64368,0.59543,-1.96078,-26.29422,-0.04641,-9.92806,15732.300738942007
148,2008-05-01,1.98,,5.4,2.4627692895931,376036.0,59.8,2.0,,-62.28571,,22.72727,4.64322,1.37545,-32.27633,-13.15789,,8.0,9.89532,0.92975,-4.47284,
149,2008-06-01,2.0,,5.6,4.05370089545272,376455.0,56.4,2.0,,-61.90476,,21.73913,24.04105,2.25476,-33.88042,1.0101,,3.7037,64.5993,0.11143,-5.68562,
150,2008-07-01,2.01,16854.295,5.8,3.98912873927892,375038.0,61.2,2.0,,-61.78707,0.26597,23.40426,41.04977,1.46748,-32.30088,0.5,-0.52526,3.57143,-1.59292,-0.37641,8.51064,15801.953968118389
151,2008-08-01,2.0,,6.1,2.94013128490127,372284.0,63.0,2.0,,-60.15936,,32.6087,34.5861,0.24936,-24.46043,-0.49751,,5.17241,-26.29641,-0.73433,2.94118,
152,2008-09-01,1.81,,6.1,3.17438970761372,366729.0,70.3,2.0,,-63.36032,,29.78723,-14.30773,-1.64669,-15.70743,-9.5,,0.0,7.96762,-1.49214,11.5873,
153,2008-10-01,0.97,16485.35,6.5,2.20171024216991,352950.0,57.6,2.0,,-79.62185,-2.54115,38.29787,-35.89674,-5.95248,-28.80099,-46.40884,-2.18903,6.55738,-30.64146,-3.75727,-18.06543,15869.009828425491
154,2008-11-01,0.39,,6.8,1.93625366578525,339350.0,55.3,1.0,,-91.31403,,44.68085,-44.28623,-10.42865,-27.33246,-59.79381,,4.61538,-12.05684,-3.85324,-3.99306,
155,2008-12-01,0.16,,7.3,0.3634841508005421,332091.0,60.1,1.0,,-96.22642,,46.0,-87.8134,-11.27631,-20.39735,-58.97436,,7.35294,-81.22745,-2.13909,8.67993,
156,2009-01-01,0.15,16298.262,7.8,2.40364062502632,336929.0,61.2,0.0,0.25,-96.19289,-3.23423,56.0,-26.79873,-10.20878,-21.93878,-6.25,-1.13487,6.84932,561.27797,1.45683,1.83028,15931.698339042032
157,2009-02-01,0.22,,8.3,2.14357605719473,335576.0,56.3,0.0,0.25,-92.61745,,69.38776,-24.98354,-9.75088,-20.48023,46.66667,,6.41026,-10.81961,-0.40157,-8.00654,
158,2009-03-01,0.18,,8.7,1.9082898308551801,329747.0,57.3,0.0,0.25,-93.10345,,70.58824,-37.23734,-11.5355,-17.55396,-18.18182,,4.81928,-10.97634,-1.73701,1.7762,
159,2009-04-01,0.15,16269.145,9.0,1.86117019943739,331352.0,65.1,0.0,0.25,-93.42105,-3.97884,80.0,-16.94964,-11.06363,3.99361,-16.66667,-0.17865,3.44828,-2.46921,0.48674,13.61257,15990.652965646705
160,2009-05-01,0.18,,9.4,1.29376893720741,334256.0,68.7,0.0,0.25,-90.90909,,74.07407,-47.4669,-11.11064,14.88294,20.0,,4.44444,-30.48626,0.87641,5.52995,
161,2009-06-01,0.21,,9.5,0.75584590889346,339883.0,70.8,0.0,0.25,-89.5,,69.64286,-81.35418,-9.71484,25.53191,16.66667,,1.06383,-41.57798,1.68344,3.05677,
162,2009-07-01,0.16,16326.281,9.5,0.12583251339235402,340517.0,66.0,0.0,0.25,-92.0398,-3.13282,63.7931,-96.84561,-9.20467,7.84314,-23.80952,0.35119,0.0,-83.35209,0.18653,-6.77966,16045.761443179968
163,2009-08-01,0.16,,9.6,1.6255061079099,346668.0,65.7,0.0,0.25,-92.0,,57.37705,-44.71315,-6.88077,4.28571,0.0,,1.05263,1191.80135,1.80637,-0.45455,
164,2009-09-01,0.15,,9.8,0.914369783533586,338507.0,73.5,0.0,0.25,-91.71271,,60.65574,-71.19541,-7.6956,4.55192,-6.25,,2.08333,-43.74861,-2.35413,11.87215,
165,2009-10-01,0.12,16502.754,10.0,1.1903654188135,341654.0,70.6,0.0,0.25,-87.62887,0.10557,53.84615,-45.93451,-3.20045,22.56944,-20.0,1.08091,2.04082,30.18425,0.92967,-3.94558,16097.706572602689
166,2009-11-01,0.12,,9.9,0.516016421313492,344375.0,67.4,0.0,0.25,-69.23077,,45.58824,-73.34975,1.48077,21.88065,0.0,,-1.0,-56.65059,0.79642,-4.53258,
167,2009-12-01,0.12,,9.9,0.460810409841406,346072.0,72.5,0.0,0.25,-25.0,,35.61644,26.77593,4.20999,20.63228,0.0,,0.0,-10.6985,0.49278,7.56677,
168,2010-01-01,0.11,16582.71,9.8,0.680110845940707,346046.0,74.4,0.0,0.25,-26.66667,1.74527,25.64103,-71.70497,2.70591,21.56863,-8.33333,0.4845,-1.0101,47.59017,-0.00751,2.62069,16147.438323183078
169,2010-02-01,0.13,,9.8,-0.10662785426794899,346702.0,73.6,0.0,0.25,-40.90909,,18.07229,-104.9743,3.31549,30.72824,18.18182,,0.0,-115.67801,0.18957,-1.07527,
170,2010-03-01,0.16,,9.9,-0.28606424629804605,354147.0,73.6,0.0,0.25,-11.11111,,13.7931,-114.99061,7.39961,28.44677,23.07692,,1.02041,168.28285,2.14738,0.0,
171,2010-04-01,0.2,16743.162,9.9,0.45261625417847295,357304.0,72.2,0.0,0.25,33.33333,2.9136,10.0,-75.68109,7.83215,10.9063,25.0,0.96759,0.0,-258.22189,0.89144,-1.90217,16195.753429694438
172,2010-05-01,0.2,,9.6,0.27574788971958,354015.0,73.6,0.0,0.25,11.11111,,2.12766,-78.68647,5.91134,7.13246,0.0,,-3.0303,-39.07689,-0.9205,1.93906,
173,2010-06-01,0.18,,9.4,1.2647526767523898,353683.0,76.0,0.0,0.25,-14.28571,,-1.05263,67.32943,4.06022,7.34463,-10.0,,-2.08333,358.66269,-0.09378,3.26087,
174,2010-07-01,0.18,16872.266,9.4,0.632305068442718,354622.0,67.8,0.0,0.25,12.5,3.34421,-1.05263,402.49737,4.14223,2.72727,0.0,0.77108,0.0,-50.00564,0.26549,-10.78947,16246.535504548745
175,2010-08-01,0.19,,9.5,0.43020593403721996,356573.0,68.9,0.0,0.25,18.75,,-1.04167,-73.53403,2.8572,4.87062,5.55556,,1.06383,-31.96228,0.55016,1.62242,
176,2010-09-01,0.19,,9.5,1.53627227687154,359257.0,68.2,0.0,0.25,26.66667,,-3.06122,68.01433,6.12986,-7.21088,0.0,,0.0,257.1016,0.75272,-1.01597,
177,2010-10-01,0.19,16960.864,9.4,1.1260905710720202,363557.0,67.7,0.0,0.25,58.33333,2.77596,-6.0,-5.39959,6.41087,-4.10765,0.0,0.52511,-1.05263,-26.69981,1.19691,-0.73314,16302.486211078603
178,2010-11-01,0.19,,9.8,1.31829898066591,367050.0,71.6,0.0,0.25,58.33333,,-1.0101,155.47617,6.58439,6.23145,0.0,,4.25532,17.06865,0.96078,5.76071,
179,2010-12-01,0.18,,9.3,1.393380280754,369192.0,74.5,0.0,0.25,50.0,,-6.06061,202.37604,6.68069,2.75862,-5.26316,,-5.10204,5.69532,0.58357,4.05028,
180,2011-01-01,0.17,16920.632,9.1,2.27322625990496,371782.0,74.2,0.0,0.25,54.54545,2.0378,-7.14286,234.24349,7.43716,-0.26882,-5.55556,-0.2372,-2.15054,63.14471,0.70153,-0.40268,16367.132381095998
181,2011-02-01,0.16,,9.0,2.8169688979258902,375001.0,77.5,0.0,0.25,23.07692,,-8.16327,-2741.86963,8.16234,5.29891,-5.88235,,-1.0989,23.91942,0.86583,4.44744,
182,2011-03-01,0.14,,9.0,1.74418998266395,378434.0,67.5,0.0,0.25,-12.5,,-9.09091,-709.71967,6.85789,-8.28804,-12.5,,0.0,-38.08274,0.91546,-12.90323,
183,2011-04-01,0.1,17035.114,9.1,2.24921919600376,380295.0,69.8,0.0,0.25,-50.0,1.74371,-8.08081,396.93734,6.43458,-3.3241,-28.57143,0.67658,1.11111,28.95494,0.49176,3.40741,16442.754569183016
184,2011-05-01,0.09,,9.0,2.3058155396238997,380140.0,74.3,0.0,0.25,-55.0,,-6.25,736.20424,7.37963,0.95109,-10.0,,-1.0989,2.51627,-0.04076,6.44699,
185,2011-06-01,0.09,,9.1,1.92672807632472,383141.0,71.5,0.0,0.25,-50.0,,-3.19149,52.3403,8.32893,-5.92105,0.0,,1.11111,-16.44049,0.78945,-3.76851,
186,2011-07-01,0.07,17031.313,9.0,2.5370313756665,382882.0,63.7,0.0,0.25,-61.11111,0.94265,-4.25532,301.23534,7.96905,-6.0472,-22.22222,-0.02231,-1.0989,31.67563,-0.0676,-10.90909,16526.001918934064
187,2011-08-01,0.1,,9.0,3.1779707716990093,383682.0,55.8,0.0,0.25,-47.36842,,-5.26316,638.70919,7.60265,-19.01306,42.85714,,0.0,25.26336,0.20894,-12.40188,
188,2011-09-01,0.08,,9.0,2.49197707942446,387558.0,59.5,0.0,0.25,-57.89474,,-5.26316,62.20934,7.87765,-12.7566,-20.0,,0.0,-21.5859,1.01021,6.63082,
189,2011-10-01,0.07,17222.583,8.8,2.02226514469577,389844.0,60.8,0.0,0.25,-63.15789,1.54308,-6.38298,79.58281,7.2305,-10.19202,-12.5,1.12305,-2.22222,-18.84897,0.58985,2.18487,16611.843559654808
190,2011-11-01,0.08,,8.6,1.8470137988752198,391167.0,63.7,0.0,0.25,-57.89474,,-12.2449,40.10584,6.57049,-11.03352,14.28571,,-2.27273,-8.66609,0.33937,4.76974,
191,2011-12-01,0.07,,8.5,2.37433305779156,391535.0,69.9,0.0,0.25,-61.11111,,-8.60215,70.40094,6.05186,-6.1745,-12.5,,-1.16279,28.54983,0.09408,9.73312,
192,2012-01-01,0.08,17367.01,8.3,3.19808928450254,395459.0,75.0,0.0,0.25,-52.94118,2.63807,-8.79121,40.68504,6.36852,1.07817,14.28571,0.83859,-2.35294,34.69422,1.00221,7.29614,16695.71826814624
193,2012-02-01,0.1,,8.3,1.6845519133678302,400155.0,75.3,0.0,0.25,-37.5,,-7.77778,-40.19984,6.70772,-2.83871,25.0,,0.0,-47.3263,1.18748,0.4,
194,2012-03-01,0.13,,8.2,2.42029632056173,401556.0,76.2,0.0,0.25,-7.14286,,-8.88889,38.76334,6.10992,12.88889,30.0,,-1.20482,43.67597,0.35011,1.19522,
195,2012-04-01,0.14,17444.525,8.2,2.2851338427891696,399953.0,76.4,0.0,0.25,40.0,2.40334,-9.89011,1.59676,5.16915,9.45559,7.69231,0.44633,0.0,-5.58454,-0.3992,0.26247,16774.523795933143
196,2012-05-01,0.16,,8.2,1.7320720722101297,399106.0,79.3,0.0,0.25,77.77778,,-8.88889,-24.88245,4.98921,6.72948,14.28571,,0.0,-24.2026,-0.21177,3.79581,
197,2012-06-01,0.16,,8.2,1.92206327761144,395630.0,73.2,0.0,0.25,77.77778,,-9.89011,-0.24211,3.25964,2.37762,0.0,,0.0,10.96901,-0.87095,-7.69231,
198,2012-07-01,0.16,17469.65,8.2,2.08371119432122,397399.0,72.3,0.0,0.25,128.57143,2.57371,-8.88889,-17.86813,3.79151,13.50078,0.0,0.14403,0.0,8.41012,0.44713,-1.22951,16848.88146421083
199,2012-08-01,0.13,,8.1,2.4238660191344503,402164.0,74.3,0.0,0.25,30.0,,-10.0,-23.72913,4.81701,33.15412,-18.75,,-1.21951,16.32447,1.19905,2.76625,
200,2012-09-01,0.14,,7.8,2.2866037427289303,405251.0,78.3,0.0,0.25,75.0,,-13.33333,-8.24138,4.56525,31.59664,7.69231,,-3.7037,-5.66295,0.7676,5.38358,
201,2012-10-01,0.16,17489.852,7.8,1.8750476631537398,405422.0,82.6,0.0,0.25,128.57143,1.55185,-11.36364,-7.27983,3.99596,35.85526,14.28571,0.11564,0.0,-17.99857,0.0422,5.4917,16920.63961433729
202,2012-11-01,0.16,,7.7,2.0721553787935503,407266.0,82.7,0.0,0.25,100.0,,-10.46512,12.18949,4.11563,29.82732,0.0,,-1.28205,10.51214,0.45483,0.12107,
203,2012-12-01,0.16,,7.9,1.7906501656690201,408758.0,72.9,0.0,0.25,128.57143,,-7.05882,-24.58303,4.39884,4.29185,0.0,,2.5974,-13.58514,0.36635,-11.85006,
204,2013-01-01,0.14,17662.4,8.0,2.74180750368704,412017.0,73.8,0.0,0.25,75.0,1.70087,-3.61446,-14.26732,4.18703,-1.6,-12.5,0.98656,1.26582,53.11799,0.79729,1.23457,16992.089124728314
205,2013-02-01,0.15,,7.7,2.45154222786008,417067.0,77.6,0.0,0.25,50.0,,-7.22892,45.53082,4.22636,3.05445,7.14286,,-3.75,-10.58664,1.22568,5.14905,
206,2013-03-01,0.14,,7.5,1.21535791179703,414115.0,78.6,0.0,0.25,7.69231,,-8.53659,-49.78475,3.12758,3.14961,-6.66667,,-2.5974,-50.42476,-0.7078,1.28866,
207,2013-04-01,0.15,17709.671,7.6,2.088884185994,411862.0,76.4,0.0,0.25,7.14286,1.51994,-7.31707,-8.5881,2.9776,0.0,7.14286,0.26764,1.33333,71.87399,-0.54405,-2.79898,17064.806343410528
208,2013-05-01,0.11,,7.5,1.9563823322529,414350.0,84.5,0.0,0.25,-31.25,,-8.53659,12.9504,3.81954,6.55738,-26.66667,,-1.31579,-6.34319,0.60409,10.60209,
209,2013-06-01,0.09,,7.5,2.13725043962469,415454.0,84.1,0.0,0.25,-43.75,,-8.53659,11.19563,5.01074,14.89071,-18.18182,,0.0,9.24503,0.26644,-0.47337,
210,2013-07-01,0.09,17860.45,7.3,2.00320004740069,418215.0,85.1,0.0,0.25,-43.75,2.23702,-10.97561,-3.86383,5.23806,17.70401,0.0,0.85139,-2.66667,-6.2721,0.66457,1.18906,17138.9432580756
211,2013-08-01,0.08,,7.2,2.1480298989162,417389.0,82.1,0.0,0.25,-38.46154,,-11.11111,-11.38001,3.78577,10.49798,-11.11111,,-1.36986,7.22992,-0.19751,-3.52526,
212,2013-09-01,0.08,,7.2,2.23216017314456,417699.0,77.5,0.0,0.25,-42.85714,,-7.69231,-2.38098,3.07168,-1.02171,0.0,,0.0,3.91662,0.07427,-5.60292,
213,2013-10-01,0.09,18016.147,7.2,1.16372929089217,419288.0,73.2,0.0,0.25,-43.75,3.00914,-7.69231,-37.93602,3.42014,-11.38015,12.5,0.87174,0.0,-47.86533,0.38042,-5.54839,17215.280885360622
214,2013-11-01,0.08,,6.9,2.60550640737742,420468.0,75.1,0.0,0.25,-50.0,,-10.38961,25.73895,3.24162,-9.18984,-11.11111,,-4.16667,123.89283,0.28143,2.59563,
215,2013-12-01,0.09,,6.7,2.8446440822717203,422930.0,82.5,0.0,0.25,-43.75,,-15.18987,58.86096,3.46709,13.16872,12.5,,-2.89855,9.17816,0.58554,9.85353,
216,2014-01-01,0.07,17953.974,6.6,2.4063265035218797,419051.0,81.2,0.0,0.25,-50.0,1.65082,-17.5,-12.23576,1.70721,10.0271,-22.22222,-0.3451,-1.49254,-15.40852,-0.91717,-1.57576,17294.032150633877
217,2014-02-01,0.07,,6.7,2.3508313464702497,424784.0,81.6,0.0,0.25,-53.33333,,-12.98701,-4.10806,1.8503,5.15464,0.0,,1.51515,-2.30622,1.36809,0.49261,
218,2014-03-01,0.08,,6.7,2.8589766754357098,429251.0,80.0,0.0,0.25,-42.85714,,-10.66667,135.23743,3.65502,1.78117,14.28571,,0.0,21.61556,1.05159,-1.96078,
219,2014-04-01,0.09,18185.911,6.2,2.21493222879676,433581.0,84.1,0.0,0.25,-40.0,2.68915,-18.42105,6.03423,5.27337,10.07853,12.5,1.29184,-7.46269,-22.5271,1.00873,5.125,17375.11498722821
220,2014-05-01,0.09,,6.3,2.54562660708071,434292.0,81.9,0.0,0.25,-18.18182,,-16.0,30.11908,4.81284,-3.07692,0.0,,1.6129,14.93023,0.16398,-2.61593,
221,2014-06-01,0.1,,6.1,1.31136444111866,435487.0,82.5,0.0,0.25,11.11111,,-18.66667,-38.64245,4.82195,-1.9025,11.11111,,-3.1746,-48.48559,0.27516,0.7326,
222,2014-07-01,0.09,18406.941,6.2,2.4049038383757497,436102.0,81.8,0.0,0.25,0.0,3.05978,-15.06849,20.0531,4.27699,-3.87779,-10.0,1.21539,1.63934,83.38943,0.14122,-0.84848,17459.27803988029
223,2014-08-01,0.09,,6.1,1.7517369153509799,439643.0,82.5,0.0,0.25,12.5,,-15.27778,-18.44914,5.33172,0.48721,0.0,,-1.6129,-27.15979,0.81197,0.85575,
224,2014-09-01,0.09,,5.9,1.93541098458714,438535.0,84.6,0.0,0.25,12.5,,-18.05556,-13.29426,4.98828,9.16129,0.0,,-3.27869,10.48525,-0.25202,2.54545,
225,2014-10-01,0.09,18500.031,5.7,2.4289565511268,440128.0,86.9,0.0,0.25,0.0,2.68584,-20.83333,108.72179,4.97033,18.71585,0.0,0.50573,-3.38983,25.50081,0.36325,2.71868,17545.392812774753
226,2014-11-01,0.09,,5.8,2.25631054100233,441139.0,88.8,0.0,0.25,12.5,,-15.94203,-13.40223,4.91619,18.24234,0.0,,1.75439,-7.10783,0.22971,2.18642,
227,2014-12-01,0.12,,5.6,2.3833942455642,438604.0,93.6,0.0,0.25,33.33333,,-16.41791,-16.21468,3.70605,13.45455,33.33333,,-3.44828,5.63237,-0.57465,5.40541,
228,2015-01-01,0.11,18666.621,5.7,1.94752959883826,436142.0,98.1,0.0,0.25,57.14286,3.9693,-13.63636,-19.06628,4.0785,20.81281,-8.33333,0.90048,1.78571,-18.28756,-0.56133,4.80769,17632.92748544754
229,2015-02-01,0.11,,5.5,1.95449451571832,435398.0,95.4,0.0,0.25,57.14286,,-17.91045,-16.85943,2.49868,16.91176,0.0,,-3.50877,0.35763,-0.17059,-2.75229,
230,2015-03-01,0.11,,5.4,2.43333592636743,442001.0,93.0,0.0,0.25,37.5,,-19.40299,-14.88787,2.97029,16.25,0.0,,-1.81818,24.4995,1.51654,-2.51572,
231,2015-04-01,0.12,18782.243,5.4,2.96265053867684,442898.0,95.9,0.0,0.25,33.33333,3.27909,-12.90323,33.75807,2.14885,14.03092,9.09091,0.61941,0.0,21.75263,0.20294,3.11828,17721.252648627276
232,2015-05-01,0.12,,5.6,2.5012910991095,446305.0,90.7,0.0,0.25,33.33333,,-11.11111,-1.74163,2.76611,10.74481,0.0,,3.7037,-15.57252,0.76925,-5.42231,
233,2015-06-01,0.13,,5.3,2.9723995643109196,446649.0,96.1,0.0,0.25,30.0,,-13.11475,126.66465,2.56311,16.48485,8.33333,,-5.35714,18.83461,0.07708,5.95369,
234,2015-07-01,0.13,18857.418,5.2,1.9220253006031698,450262.0,93.1,0.0,0.25,44.44444,2.44732,-16.12903,-20.07891,3.24695,13.81418,0.0,0.40025,-1.88679,-35.33759,0.80891,-3.12175,17808.326137715143
235,2015-08-01,0.14,,5.1,1.63579063211565,450270.0,91.9,0.0,0.25,55.55556,,-16.39344,-6.61893,2.41719,11.39394,7.69231,,-1.92308,-14.89235,0.00178,-1.28894,
236,2015-09-01,0.14,,5.0,2.9984156927587198,448091.0,87.2,0.0,0.25,55.55556,,-15.25424,54.92398,2.17907,3.07329,0.0,,-1.96078,83.3007,-0.48393,-5.11425,
237,2015-10-01,0.12,18892.206,5.0,2.28316449144805,447083.0,90.0,0.0,0.25,33.33333,2.11986,-12.2807,-6.00225,1.58022,3.56732,-14.28571,0.18448,0.0,-23.8543,-0.22495,3.21101,17891.85267807862
238,2015-11-01,0.12,,5.1,2.2654806001265,448892.0,91.3,0.0,0.25,33.33333,,-12.06897,0.40642,1.7575,2.81532,0.0,,2.0,-0.77453,0.40462,1.44444,
239,2015-12-01,0.24,,5.0,1.83471969623819,450611.0,92.6,0.0,0.25,100.0,,-10.71429,-23.02072,2.73755,-1.06838,100.0,,-1.96078,-19.01411,0.38294,1.42388,
240,2016-01-01,0.34,19001.69,4.8,2.70841659132004,447561.0,92.0,0.25,0.5,209.09091,1.79502,-15.78947,39.06934,2.61818,-6.21814,41.66667,0.57952,-4.0,47.62018,-0.67686,-0.64795,17970.540715490257
241,2016-02-01,0.38,,4.9,2.53771440127248,451821.0,91.7,0.25,0.5,245.45455,,-10.90909,29.83993,3.77195,-3.87841,11.76471,,2.08333,-6.30266,0.95183,-0.32609,
242,2016-03-01,0.36,,5.0,2.22200455864592,450561.0,91.0,0.25,0.5,227.27273,,-7.40741,-8.68484,1.93665,-2.15054,-5.26316,,2.04082,-12.44072,-0.27887,-0.76336,
243,2016-04-01,0.37,19062.709,5.1,3.8254778833095098,452443.0,89.0,0.25,0.5,208.33333,1.49325,-5.55556,29.12349,2.15512,-7.19499,2.77778,0.32112,2.0,72.16337,0.4177,-2.1978,18043.2209307772
244,2016-05-01,0.37,,4.8,3.2805191880404,454003.0,94.7,0.25,0.5,208.33333,,-14.28571,31.15303,1.72483,4.41014,0.0,,-5.88235,-14.24551,0.34479,6.40449,
245,2016-06-01,0.38,,4.9,2.10339046055212,458757.0,93.5,0.25,0.5,192.30769,,-7.54717,-29.23595,2.71085,-2.70552,2.7027,,2.08333,-35.88239,1.04713,-1.26716,
246,2016-07-01,0.39,19197.938,4.8,2.49016471097936,458192.0,90.0,0.25,0.5,200.0,1.80576,-7.69231,29.55941,1.7612,-3.32975,2.63158,0.70939,-2.04082,18.38813,-0.12316,-3.74332,18112.571697664982
247,2016-08-01,0.4,,4.9,2.7425708907920803,458505.0,89.8,0.25,0.5,185.71429,,-3.92157,67.66026,1.8289,-2.28509,2.5641,,2.08333,10.13612,0.06831,-0.22222,
248,2016-09-01,0.4,,5.0,2.49832933493122,461454.0,91.2,0.25,0.5,185.71429,,0.0,-16.67835,2.98221,4.58716,0.0,,2.04082,-8.90557,0.64318,1.55902,
249,2016-10-01,0.4,19304.352,4.9,2.01802556175075,462455.0,87.2,0.25,0.5,233.33333,2.18157,-2.0,-11.61278,3.43829,-3.11111,0.0,0.5543,-2.0,-19.225,0.21692,-4.38596,18182.731376646527
250,2016-11-01,0.41,,4.7,2.45883151623452,462288.0,93.8,0.25,0.5,241.66667,,-7.84314,8.53465,2.98424,2.73823,2.5,,-4.08163,21.84343,-0.03611,7.56881,
251,2016-12-01,0.54,,4.7,2.03838510774881,467979.0,98.2,0.25,0.5,125.0,,-6.0,11.10063,3.85432,6.04752,31.70732,,0.0,-17.09944,1.23105,4.69083,
252,2017-01-01,0.65,19398.343,4.7,3.43630577482943,473101.0,98.5,0.5,0.75,91.17647,2.08746,-2.08333,26.87508,5.70648,7.06522,20.37037,0.48689,0.0,68.57981,1.09449,0.3055,18258.023077229544
253,2017-02-01,0.66,,4.6,3.2923463387532204,472927.0,96.3,0.5,0.75,73.68421,,-6.12245,29.73668,4.67132,5.01636,1.53846,,-2.12766,-4.18937,-0.03678,-2.2335,
254,2017-03-01,0.79,,4.4,1.91438367511723,472170.0,96.9,0.5,0.75,119.44444,,-12.0,-13.8443,4.79602,6.48352,19.69697,,-4.34783,-41.85351,-0.16007,0.62305,
255,2017-04-01,0.9,19506.949,4.4,1.5536583625790101,473916.0,97.0,0.75,1.0,143.24324,2.33041,-13.72549,-59.38655,4.74601,8.98876,13.92405,0.55987,0.0,-18.8429,0.36978,0.1032,18341.091296108643
256,2017-05-01,0.91,,4.4,2.1132188709843502,471486.0,97.1,0.75,1.0,145.94595,,-8.33333,-35.58279,3.85086,2.53432,1.11111,,0.0,36.01567,-0.51275,0.10309,
257,2017-06-01,1.04,,4.3,1.8968337862046698,473538.0,95.0,0.75,1.0,173.68421,,-12.2449,-9.82018,3.22197,1.60428,14.28571,,-2.27273,-10.2396,0.43522,-2.16272,
258,2017-07-01,1.15,19660.766,4.3,2.1220936834140702,473583.0,93.4,1.0,1.25,194.87179,2.41082,-10.41667,-14.78099,3.35907,3.77778,10.57692,0.78852,0.0,11.87557,0.0095,-1.68421,18431.69252573088
259,2017-08-01,1.16,,4.4,2.2747579876520403,474421.0,96.8,1.0,1.25,190.0,,-10.20408,-17.05746,3.47128,7.7951,0.86957,,2.32558,7.19404,0.17695,3.64026,
260,2017-09-01,1.15,,4.3,2.8702567714483,484107.0,95.1,1.0,1.25,187.5,,-14.0,14.88705,4.90905,4.27632,-0.86207,,-2.27273,26.17856,2.04165,-1.7562,
261,2017-10-01,1.15,19882.352,4.2,2.4249630240346502,485016.0,100.7,1.0,1.25,187.5,2.99414,-14.28571,20.16513,4.87853,15.48165,0.0,1.12705,-2.32558,-15.51407,0.18777,5.88854,18525.540534936423
