,date,FEDFUNDS,GDPC1,UNRATE,MEDCPIM158SFRBCLE,RSAFS,UMCSENT,target_upper,target_lower,FEDFUNDS_year,GDPC1_year,UNRATE_year,MEDCPIM158SFRBCLE_year,RSAFS_year,UMCSENT_year,FEDFUNDS_month,GDPC1_month,UNRATE_month,MEDCPIM158SFRBCLE_month,RSAFS_month,UMCSENT_month,GDPPOT
45,1999-10-01,5.2,13827.98,4.1,1.6936058652114099,261818.0,103.2,6.5,,2.5641,4.82357,-8.88889,-49.2479,7.94437,5.95483,-0.38314,1.64067,-2.38095,-31.72494,0.19172,-3.73134,12599.250240930047
46,1999-11-01,5.42,,4.1,2.18775527240926,264965.0,107.2,6.5,,12.21532,,-6.81818,-0.24001,8.46286,4.38169,4.23077,,0.0,29.17736,1.20198,3.87597,
47,1999-12-01,5.3,,4.0,2.6023734453745497,269863.0,105.4,6.5,,13.24786,,-9.09091,30.53189,9.46457,4.87562,-2.21402,,-2.43902,18.95176,1.84855,-1.6791,
48,2000-01-01,5.45,13878.147,4.0,3.85177112617523,268044.0,112.0,6.5,,17.71058,4.22474,-6.97674,148.63417,8.57786,7.79596,2.83019,0.36279,0.0,48.00993,-0.67405,6.26186,12748.604427256896
49,2000-02-01,5.73,,4.1,2.78558392501993,272020.0,111.3,6.5,,20.37815,,-6.81818,60.05326,9.01731,2.96022,5.13761,,2.5,-27.68044,1.48334,-0.625,
50,2000-03-01,5.85,,4.0,3.41680877584016,275192.0,107.1,6.5,,21.62162,,-4.7619,85.43201,9.7839,1.3245,2.09424,,-2.43902,22.66041,1.16609,-3.77358,
51,2000-04-01,6.02,14130.908,3.8,2.27690126641777,271046.0,109.2,6.5,,27.00422,5.24446,-11.62791,-14.9137,7.35473,4.39771,2.90598,1.82129,-5.0,-33.36176,-1.50658,1.96078,12885.227740014008
52,2000-05-01,6.27,,4.0,2.85353384475986,271394.0,110.7,6.5,,32.27848,,-4.7619,66.3696,6.53974,3.65169,4.15282,,5.26316,25.32532,0.12839,1.37363,
53,2000-06-01,6.53,,4.0,3.14253450270141,273422.0,106.4,6.5,,37.18487,,-6.97674,165.67602,7.03585,-0.83877,4.14673,,0.0,10.12782,0.74725,-3.88437,
54,2000-07-01,6.54,14145.312,4.0,3.4363633527404702,272630.0,108.3,6.5,,31.06212,3.97317,-6.97674,43.55824,5.89382,2.16981,0.15314,0.10193,0.0,9.35006,-0.28966,1.78571,13008.444734694456
55,2000-08-01,6.5,,4.1,2.87570061509343,272918.0,107.3,6.5,,28.20513,,-2.38095,21.77007,4.87569,2.67943,-0.61162,,2.5,-16.31558,0.10564,-0.92336,
56,2000-09-01,6.52,,3.9,3.06873423353,277548.0,106.8,6.5,,24.90421,,-7.14286,23.71119,6.21123,-0.37313,0.30769,,-4.87805,6.71258,1.69648,-0.46598,
57,2000-10-01,6.51,14229.765,3.9,2.7010732653574503,276927.0,105.8,6.5,,25.19231,2.90559,-4.87805,59.48653,5.7708,2.51938,-0.15337,0.59704,0.0,-11.98087,-0.22375,-0.93633,13121.050175679842
58,2000-11-01,6.51,,3.9,2.65177399972001,276029.0,107.6,6.5,,20.1107,,-4.87805,21.20981,4.17565,0.37313,0.0,,0.0,-1.82517,-0.32427,1.70132,
59,2000-12-01,6.4,,3.9,3.2964610225159103,275791.0,98.4,6.5,,20.75472,,-2.5,26.67133,2.19667,-6.64137,-1.68971,,0.0,24.31154,-0.08622,-8.55019,
60,2001-01-01,5.98,14183.12,4.2,4.0764778317574,278834.0,94.7,6.5,,9.72477,2.19751,5.0,5.83385,4.02546,-15.44643,-6.5625,-0.3278,7.69231,23.66225,1.10337,-3.76016,13226.241646532593
61,2001-02-01,5.49,,4.2,2.8367889543748905,278773.0,90.6,5.5,,-4.18848,,2.43902,1.83822,2.48254,-18.59838,-8.19398,,0.0,-30.41078,-0.02188,-4.32946,
62,2001-03-01,5.31,,4.3,2.99214660516078,276450.0,91.5,5.5,,-9.23077,,7.5,-12.42862,0.45714,-14.56583,-3.27869,,2.38095,5.47653,-0.83329,0.99338,
63,2001-04-01,4.8,14271.694,4.4,3.14463308812682,280808.0,88.4,5.0,,-20.26578,0.9963,15.78947,38.11021,3.6016,-19.04762,-9.60452,0.6245,2.32558,5.09622,1.57642,-3.38798,13326.930082374527
64,2001-05-01,4.21,,4.3,3.5011161919658704,281496.0,92.0,4.5,,-32.85486,,7.5,22.69405,3.72226,-16.8925,-12.29167,,-2.27273,11.33624,0.24501,4.0724,
65,2001-06-01,3.97,,4.5,3.52180031475502,280401.0,92.6,4.0,,-39.20368,,12.5,12.06879,2.55246,-12.96992,-5.70071,,4.65116,0.59079,-0.38899,0.65217,
66,2001-07-01,3.77,14214.516,4.6,2.4350411076885496,279504.0,92.4,3.75,,-42.35474,0.48924,15.0,-29.13901,2.52137,-14.68144,-5.03778,-0.40064,2.22222,-30.85806,-0.3199,-0.21598,13424.350600872966
67,2001-08-01,3.65,,4.9,3.80544284558475,281413.0,91.5,3.75,,-43.84615,,19.5122,32.33098,3.11266,-14.72507,-3.18302,,6.52174,56.27838,0.683,-0.97403,
68,2001-09-01,3.07,,5.0,2.78250757475318,276084.0,81.8,3.5,,-52.91411,,28.20513,-9.32719,-0.52748,-23.40824,-15.89041,,2.04082,-26.88085,-1.89366,-10.60109,
69,2001-10-01,2.49,14253.574,5.3,4.18407658200821,294540.0,82.7,3.0,,-61.75115,0.16732,35.89744,54.90422,6.36016,-21.83365,-18.89251,0.27478,6.0,50.37072,6.68492,1.10024,13519.875636723984
70,2001-11-01,2.09,,5.5,3.4431714115967296,287111.0,83.9,2.5,,-67.89555,,41.02564,29.84407,4.0148,-22.02602,-16.06426,,3.77358,-17.70773,-2.52224,1.45103,
71,2001-12-01,1.82,,5.7,2.47528603199942,283705.0,88.8,2.0,,-71.5625,,46.15385,-24.91081,2.86956,-9.7561,-12.91866,,3.63636,-28.11029,-1.1863,5.84029,
72,2002-01-01,1.73,14372.785,5.7,2.7615896715014903,283508.0,93.0,1.75,,-71.07023,1.33726,35.71429,-32.2555,1.67627,-1.79514,-4.94505,0.83636,0.0,11.56649,-0.06944,4.72973,13614.639971708597
73,2002-02-01,1.74,,5.7,3.38352407504046,285054.0,90.7,1.75,,-68.30601,,35.71429,19.27303,2.25309,0.11038,0.57803,,0.0,22.52088,0.54531,-2.47312,
74,2002-03-01,1.73,,5.7,2.8726214230370997,284262.0,95.7,1.75,,-67.41996,,32.55814,-3.99463,2.82583,4.59016,-0.57471,,0.0,-15.09972,-0.27784,5.51268,
75,2002-04-01,1.75,14460.848,5.9,2.67648214481753,288833.0,93.0,1.75,,-63.54167,1.32538,34.09091,-14.8873,2.85782,5.20362,1.15607,0.61271,3.50877,-6.82788,1.60802,-2.82132,13710.495613105191
76,2002-05-01,1.75,,5.8,2.42019843819257,284951.0,96.9,1.75,,-58.4323,,34.88372,-30.87352,1.22737,5.32609,0.0,,-1.69492,-9.57539,-1.34403,4.19355,
77,2002-06-01,1.75,,5.8,2.5025331988713,287372.0,92.4,1.75,,-55.9194,,28.88889,-28.94165,2.48608,-0.21598,0.0,,0.0,3.40198,0.84962,-4.64396,
78,2002-07-01,1.73,14519.633,5.8,2.24505523113134,290385.0,88.1,1.75,,-54.11141,2.14652,26.08696,-7.80216,3.89297,-4.65368,-1.14286,0.40651,0.0,-10.28869,1.04847,-4.65368,13806.648385198781
79,2002-08-01,1.74,,5.7,2.28572177593909,292650.0,87.6,1.75,,-52.32877,,16.32653,-39.93546,3.99306,-4.2623,0.57803,,-1.72414,1.81138,0.78,-0.56754,
80,2002-09-01,1.75,,5.7,2.71779789775748,288410.0,86.1,1.75,,-42.99674,,14.0,-2.32559,4.46458,5.25672,0.57471,,0.0,18.90327,-1.44883,-1.71233,
81,2002-10-01,1.75,14537.58,5.7,2.3139030753389402,289576.0,80.6,1.75,,-29.71888,1.99252,7.54717,-44.6974,-1.68534,-2.5393,0.0,0.12361,0.0,-14.86111,0.40429,-6.38792,13900.715185957715
82,2002-11-01,1.34,,5.9,1.9109760074518303,291484.0,84.2,1.75,,-35.88517,,7.27273,-44.49954,1.5231,0.35757,-23.42857,,3.50877,-17.41331,0.65889,4.4665,
83,2002-12-01,1.24,,6.0,3.0126142845538197,293947.0,86.7,1.25,,-31.86813,,5.26316,21.70772,3.61009,-2.36486,-7.46269,,1.69492,57.64794,0.84499,2.96912,
84,2003-01-01,1.24,14614.141,5.8,2.18139042769816,295248.0,82.4,1.25,,-28.3237,1.67926,1.75439,-21.00961,4.14098,-11.39785,0.0,0.52664,-3.33333,-27.59145,0.4426,-4.95963,13990.858184698513
85,2003-02-01,1.26,,5.9,1.9758302344968102,291167.0,79.9,1.25,,-27.58621,,3.50877,-41.60437,2.14451,-11.90739,1.6129,,1.72414,-9.42336,-1.38223,-3.03398,
86,2003-03-01,1.25,,5.9,1.12621180925949,296325.0,77.6,1.25,,-27.74566,,3.50877,-60.79498,4.24362,-18.91327,-0.79365,,0.0,-43.00058,1.77149,-2.8786,
87,2003-04-01,1.26,14743.567,6.0,0.553036890472014,295600.0,86.0,1.25,,-28.0,1.95507,1.69492,-79.33717,2.34288,-7.52688,0.8,0.88562,1.69492,-50.89406,-0.24466,10.82474,14076.165745478664
88,2003-05-01,1.26,,6.1,1.0757881864280399,296410.0,92.1,1.25,,-28.0,,5.17241,-55.54959,4.02139,-4.95356,0.0,,1.66667,94.52377,0.27402,7.09302,
89,2003-06-01,1.22,,6.3,1.12305963544221,299626.0,89.7,1.25,,-30.28571,,8.62069,-55.12309,4.26416,-2.92208,-3.1746,,3.27869,4.39412,1.08498,-2.60586,
90,2003-07-01,1.01,14988.782,6.2,2.6710731226571096,302747.0,90.9,1.0,,-41.6185,3.23114,6.89655,18.97583,4.25711,3.17821,-17.21311,1.6632,-1.5873,137.83894,1.04163,1.33779,14157.509216894485
91,2003-08-01,1.03,,6.1,2.35741426924818,307809.0,89.3,1.0,,-40.8046,,7.01754,3.13654,5.17991,1.94064,1.9802,,-1.6129,-11.7428,1.67202,-1.76018,
92,2003-09-01,1.01,,6.1,2.02226514469577,305933.0,87.7,1.0,,-42.28571,,7.01754,-25.59178,6.07573,1.8583,-1.94175,,0.0,-14.21681,-0.60947,-1.79171,
93,2003-10-01,1.01,15162.76,6.0,2.09586749439761,304809.0,89.6,1.0,,-42.28571,4.30044,5.26316,-9.42285,5.26045,11.16625,0.0,1.16072,-1.63934,3.6396,-0.3674,2.16648,14238.517253013664
94,2003-11-01,1.0,,5.8,1.1863624116481102,308527.0,93.7,1.0,,-25.37313,,-1.69492,-37.91851,5.84698,11.28266,-0.9901,,-3.33333,-43.39516,1.21978,4.57589,
95,2003-12-01,0.98,,5.7,1.79882233944806,307407.0,92.6,1.0,,-20.96774,,-5.0,-40.29032,4.57906,6.80507,-2.0,,-1.72414,51.62503,-0.36302,-1.17396,
96,2004-01-01,1.0,15248.68,5.7,2.2200747059839503,309254.0,103.8,1.0,,-19.35484,4.34195,-1.72414,1.77338,4.74381,25.97087,2.04082,0.56665,0.0,23.41823,0.60083,12.09503,14322.502791066056
97,2004-02-01,1.01,,5.6,2.91265455346974,311393.0,94.4,1.0,,-19.84127,,-5.08475,47.41421,6.94653,18.14768,1.0,,-1.75439,31.19624,0.69166,-9.05588,
98,2004-03-01,1.0,,5.8,2.7344022682197897,316912.0,95.8,1.0,,-20.0,,-1.69492,142.79645,6.94744,23.45361,-0.9901,,3.57143,-6.11993,1.77236,1.48305,
99,2004-04-01,1.0,15366.85,5.6,2.5383819269539303,313512.0,94.2,1.0,,-20.63492,4.22749,-6.66667,358.98962,6.05954,9.53488,0.0,0.77495,-3.44828,-7.16867,-1.07285,-1.67015,14410.8959624635
100,2004-05-01,1.0,,5.6,3.2174948905270697,318964.0,90.2,1.0,,-20.63492,,-8.19672,199.08256,7.60906,-2.06298,0.0,,0.0,26.75377,1.73901,-4.24628,
101,2004-06-01,1.03,,5.6,2.72493144884725,314958.0,95.6,1.0,,-15.57377,,-11.11111,142.63462,5.11705,6.57748,3.0,,0.0,-15.30891,-1.25594,5.9867,
102,2004-07-01,1.26,15512.619,5.5,1.77113695955513,318549.0,96.7,1.25,,24.75248,3.49486,-11.29032,-33.69193,5.21954,6.38064,22.3301,0.94859,-1.78571,-35.00251,1.14015,1.15063,14503.812126025794
103,2004-08-01,1.43,,5.4,2.87323745174035,318977.0,95.9,1.25,,38.83495,,-11.47541,21.88089,3.62822,7.39082,13.49206,,-1.81818,62.22559,0.13436,-0.8273,
104,2004-09-01,1.61,,5.4,2.1466349952753,324569.0,94.2,1.5,,59.40594,,-11.47541,6.15003,6.09153,7.41163,12.58741,,0.0,-25.28863,1.7531,-1.77268,
105,2004-10-01,1.76,15670.88,5.5,2.6605010937276203,326740.0,91.7,1.75,,74.25743,3.3511,-8.33333,26.94033,7.195,2.34375,9.31677,1.02021,1.85185,23.93821,0.66889,-2.65393,14598.795559263024
106,2004-11-01,1.93,,5.4,1.4800663055379,327836.0,92.8,1.75,,93.0,,-6.89655,24.75668,6.25845,-0.96051,9.65909,,-1.81818,-44.36889,0.33543,1.19956,
107,2004-12-01,2.16,,5.4,1.91524972608856,331874.0,97.1,2.0,,120.40816,,-5.26316,6.47242,7.95916,4.85961,11.9171,,0.0,29.40297,1.23171,4.63362,
108,2005-01-01,2.28,15844.727,5.3,3.4217591363454103,328696.0,95.5,2.25,,128.0,3.90884,-7.01754,54.12811,6.28674,-7.99615,5.55556,1.10936,-1.85185,78.65864,-0.95759,-1.64779,14691.630567970677
109,2005-02-01,2.5,,5.4,3.3040022907410402,333026.0,94.1,2.25,,147.52475,,-3.57143,13.43612,6.94717,-0.3178,9.64912,,1.88679,-3.44141,1.31733,-1.46597,
110,2005-03-01,2.63,,5.2,1.8971793950121698,333581.0,92.6,2.5,,163.0,,-10.34483,-30.61813,5.25982,-3.34029,5.2,,-3.7037,-42.57936,0.16665,-1.59405,
111,2005-04-01,2.79,15922.782,5.2,2.09647901335652,336583.0,87.7,2.75,,179.0,3.61774,-7.14286,-17.40884,7.35889,-6.90021,6.08365,0.49262,0.0,10.50505,0.89993,-5.29158,14780.554324321318
112,2005-05-01,3.0,,5.1,3.16846235161856,334522.0,86.9,2.75,,200.0,,-8.92857,-1.52394,4.87767,-3.65854,7.52688,,-1.92308,51.13256,-0.61233,-0.9122,
113,2005-06-01,3.04,,5.0,1.62477538920178,343998.0,96.0,3.0,,195.14563,,-10.71429,-40.37372,9.22028,0.41841,1.33333,,-1.96078,-48.72038,2.8327,10.47181,
114,2005-07-01,3.26,16047.587,5.0,3.0286455734746403,346576.0,96.5,3.25,,158.73016,3.4486,-9.09091,71.00008,8.79833,-0.20683,7.23684,0.78381,0.0,86.40395,0.74942,0.52083,14867.469500169043
115,2005-08-01,3.5,,4.9,2.22215620270876,343307.0,89.1,3.25,,144.75524,,-9.25926,-22.6602,7.62751,-7.09072,7.36196,,-2.0,-26.62871,-0.94323,-7.66839,
116,2005-09-01,3.62,,5.0,4.02470724061161,343956.0,76.9,3.5,,124.84472,,-7.40741,87.48913,5.97315,-18.36518,3.42857,,2.04082,81.11721,0.18904,-13.69248,
117,2005-10-01,3.78,16136.734,5.0,3.3315751559861897,344097.0,74.2,3.75,,114.77273,2.97274,-9.09091,25.2236,5.31217,-19.08397,4.41989,0.55552,0.0,-17.22193,0.04099,-3.51105,14953.145978215569
118,2005-11-01,4.0,,5.0,2.8369119481422596,347325.0,81.6,4.0,,107.25389,,-7.40741,91.67465,5.94474,-12.06897,5.82011,,0.0,-14.84773,0.93811,9.97305,
119,2005-12-01,4.16,,4.9,2.20489319920401,347405.0,91.5,4.0,,92.59259,,-9.25926,15.12301,4.67979,-5.76725,4.0,,-2.0,-22.27841,0.02303,12.13235,
120,2006-01-01,4.29,16353.835,4.7,2.88432186623886,357331.0,91.2,4.25,,88.15789,3.21311,-11.32075,-15.70646,8.7117,-4.50262,3.125,1.34538,-4.08163,30.81458,2.85718,-0.32787,15038.784401538938
121,2006-02-01,4.49,,4.8,2.07202087371556,354706.0,86.7,4.5,,79.6,,-11.11111,-37.28755,6.51,-7.86397,4.662,,2.12766,-28.16263,-0.73461,-4.93421,
122,2006-03-01,4.59,,4.7,3.08218251360963,355665.0,88.9,4.5,,74.52471,,-9.61538,62.46131,6.62028,-3.99568,2.22717,,-2.08333,48.75248,0.27036,2.53749,
123,2006-04-01,4.79,16396.151,4.7,2.8870316165126,357423.0,87.4,4.75,,71.68459,2.9729,-9.61538,37.70859,6.19164,-0.34208,4.3573,0.25875,0.0,-6.33158,0.49429,-1.68729,15125.70609944048
124,2006-05-01,4.94,,4.6,4.28816068458393,356704.0,79.1,4.75,,64.66667,,-9.80392,35.33886,6.63095,-8.97583,3.13152,,-2.12766,48.53182,-0.20116,-9.49657,
125,2006-06-01,4.99,,4.6,3.19983083499134,357879.0,84.9,5.0,,64.14474,,-8.0,96.93989,4.0352,-11.5625,1.01215,,0.0,-25.37988,0.3294,7.33249,
126,2006-07-01,5.24,16420.738,4.7,3.0539305241528396,359006.0,84.7,5.25,,60.7362,2.32528,-6.0,0.83486,3.58651,-12.22798,5.01002,0.14996,2.17391,-4.55963,0.31491,-0.23557,15210.655457394163
127,2006-08-01,5.25,,4.7,4.62137039677921,360691.0,82.0,5.25,,50.0,,-4.08163,107.96785,5.06369,-7.96857,0.19084,,0.0,51.32533,0.46935,-3.18772,
128,2006-09-01,5.25,,4.5,2.1062637733366696,358961.0,85.4,5.25,,45.02762,,-10.0,-47.66666,4.36248,11.05332,0.0,,-4.25532,-54.42339,-0.47963,4.14634,
129,2006-10-01,5.25,16561.866,4.4,3.6506970400157703,358462.0,93.6,5.25,,38.88889,2.63456,-12.0,9.57871,4.17469,26.14555,0.0,0.85945,-2.22222,73.32573,-0.13901,9.60187,15291.514446817528
130,2006-11-01,5.25,,4.5,3.02469916751935,359266.0,92.1,5.25,,31.25,,-10.0,6.61942,3.43799,12.86765,0.0,,2.27273,-17.14735,0.22429,-1.60256,
